,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,MonthClaimed_int,DayOfWeekClaimed_int
100,Dec,3,Monday,Mazda,Urban,Wednesday,Jan,1,Male,Married,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5257,3,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,3
101,Jan,1,Sunday,Mazda,Urban,Wednesday,Jan,1,Male,Married,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5327,3,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,1,3
102,Jan,1,Tuesday,Chevrolet,Rural,Wednesday,Jan,1,Male,Married,40,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,5333,1,700,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,3
103,Jan,1,Wednesday,Honda,Urban,Wednesday,Jan,1,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5985,6,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,1,3
104,Jan,1,Tuesday,Mazda,Urban,Thursday,Jan,1,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,72,9,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,4
105,Jan,1,Tuesday,Pontiac,Urban,Thursday,Jan,1,Male,Single,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,105,12,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,1,4
106,Dec,4,Wednesday,Mercury,Urban,Thursday,Jan,1,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,139,2,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,4
107,Dec,4,Thursday,Dodge,Urban,Thursday,Jan,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,819,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,1,4
108,Jan,1,Thursday,Honda,Urban,Thursday,Jan,1,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1414,10,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,1,4
109,Jan,1,Wednesday,Pontiac,Rural,Thursday,Jan,1,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1755,4,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,4
110,Jan,1,Thursday,Honda,Urban,Thursday,Jan,1,Female,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2529,2,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,4
111,Jan,1,Tuesday,Pontiac,Urban,Thursday,Jan,1,Male,Married,56,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2840,16,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1,4
112,Jun,2,Friday,Mazda,Urban,Thursday,Jan,1,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4810,6,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,Yes,External,1 to 2,4 to 8 years,2 vehicles,1994,Collision,1,4
113,Dec,3,Friday,Toyota,Urban,Thursday,Jan,1,Female,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4952,4,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1994,Collision,1,4
114,Jan,1,Sunday,Chevrolet,Urban,Thursday,Jan,1,Male,Single,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5936,5,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,1,4
115,Nov,2,Wednesday,Accura,Rural,Saturday,Jan,1,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,2851,2,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,6
116,Dec,4,Thursday,Mazda,Urban,Saturday,Jan,1,Female,Married,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4418,14,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1,6
117,Dec,3,Saturday,Accura,Urban,Sunday,Jan,1,Male,Married,41,Third Party,Sedan - All Perils,Sedan,more than 69000,0,1025,4,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,7
118,Dec,4,Thursday,Mazda,Urban,Sunday,Jan,1,Male,Married,64,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3488,10,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,7
119,Dec,5,Thursday,Toyota,Urban,Sunday,Jan,1,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4218,11,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,7
120,Dec,4,Friday,Honda,Urban,Sunday,Jan,1,Male,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4752,1,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,7
121,Dec,3,Sunday,Toyota,Urban,Sunday,Jan,1,Male,Married,40,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4850,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,7
122,Jan,2,Saturday,Chevrolet,Urban,Monday,Jan,2,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,22,13,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision,1,1
123,Dec,4,Friday,Mazda,Urban,Monday,Jan,2,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,66,6,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,1
124,Dec,3,Tuesday,Chevrolet,Urban,Monday,Jan,2,Male,Married,26,Policy Holder,Utility - All Perils,Utility,more than 69000,1,193,14,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,1,1
125,Dec,4,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Married,29,Third Party,Sedan - All Perils,Sedan,less than 20000,0,200,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,1,1
126,Dec,3,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,207,11,400,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,1
127,Jan,2,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,272,6,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
128,Jan,2,Monday,Toyota,Rural,Monday,Jan,2,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,273,7,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,1
129,Jan,1,Wednesday,Toyota,Urban,Monday,Jan,2,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,277,10,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,1
130,Dec,5,Friday,Honda,Urban,Monday,Jan,2,Male,Single,0,Policy Holder,Utility - All Perils,Utility,more than 69000,1,316,14,400,1,more than 30,more than 30,1,new,16 to 17,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils,1,1
131,Jan,1,Monday,Ford,Urban,Monday,Jan,2,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,381,6,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,1
132,Jan,1,Monday,Honda,Urban,Monday,Jan,2,Female,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,864,10,400,1,more than 30,more than 30,none,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,1,1
133,Jan,1,Sunday,Pontiac,Urban,Monday,Jan,2,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1252,4,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1,1
134,Jan,2,Monday,Pontiac,Urban,Monday,Jan,2,Female,Single,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1413,3,400,3,more than 30,more than 30,1,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
135,Dec,4,Wednesday,Pontiac,Urban,Monday,Jan,2,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1447,10,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,1
136,Jan,1,Thursday,VW,Urban,Monday,Jan,2,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,1757,10,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
137,Jan,2,Monday,Toyota,Urban,Monday,Jan,2,Male,Married,55,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1850,2,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
138,Jan,1,Friday,Honda,Urban,Monday,Jan,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1852,11,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
139,Jan,1,Friday,Pontiac,Rural,Monday,Jan,2,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1853,3,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,1,1
140,Jan,2,Sunday,Pontiac,Rural,Monday,Jan,2,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1854,15,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,1
141,Jan,2,Monday,Mazda,Urban,Monday,Jan,2,Female,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1942,10,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1,1
142,Jan,2,Friday,Dodge,Urban,Monday,Jan,2,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1943,3,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,1,1
143,Jan,2,Monday,Chevrolet,Urban,Monday,Jan,2,Male,Married,37,Third Party,Sedan - Liability,Sport,20000 to 29000,0,1944,5,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1,1
144,Jan,1,Monday,Honda,Urban,Monday,Jan,2,Male,Single,0,Third Party,Sedan - Liability,Sport,more than 69000,0,1951,9,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,1,1
145,Dec,3,Friday,VW,Urban,Monday,Jan,2,Male,Married,47,Third Party,Sedan - Liability,Sport,40000 to 59000,0,3170,11,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,1,1
146,Dec,4,Tuesday,Pontiac,Urban,Monday,Jan,2,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,3224,1,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,1
147,Jan,2,Monday,Toyota,Urban,Monday,Jan,2,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3240,12,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,3 to 4,1994,Collision,1,1
148,Dec,5,Saturday,Honda,Urban,Monday,Jan,2,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3569,10,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,1
149,Dec,1,Saturday,Honda,Urban,Monday,Jan,2,Male,Single,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3575,2,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1,1
150,Jan,2,Friday,Honda,Urban,Monday,Jan,2,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3616,3,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,1
151,Dec,5,Friday,Accura,Urban,Monday,Jan,2,Male,Married,36,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3657,10,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,1,1
152,Jan,2,Saturday,Chevrolet,Urban,Monday,Jan,2,Male,Married,71,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3668,7,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,1,1
153,Jan,1,Sunday,Toyota,Urban,Monday,Jan,2,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3710,8,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,1
154,Jan,2,Monday,Mazda,Urban,Monday,Jan,2,Male,Married,51,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3900,13,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,1
155,Dec,3,Thursday,Toyota,Urban,Monday,Jan,2,Male,Married,39,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4618,4,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
156,Dec,4,Monday,Mazda,Urban,Monday,Jan,2,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4639,5,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
157,Dec,5,Friday,Toyota,Urban,Monday,Jan,2,Male,Single,19,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4867,9,400,4,more than 30,more than 30,2 to 4,4 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
158,Dec,5,Wednesday,Toyota,Urban,Monday,Jan,2,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4868,8,400,3,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,1,1
159,Jan,1,Wednesday,Toyota,Urban,Monday,Jan,2,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,4898,8,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,1
160,Jan,2,Monday,Mazda,Urban,Monday,Jan,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,4949,2,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,1
161,Jan,2,Sunday,Pontiac,Urban,Monday,Jan,2,Male,Single,21,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5054,15,400,4,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,1
162,Jan,2,Monday,Pontiac,Urban,Monday,Jan,2,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5112,3,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,1,1
163,Jan,2,Monday,Mazda,Urban,Monday,Jan,2,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5114,13,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,1,1
164,Jan,2,Saturday,Honda,Urban,Monday,Jan,2,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5143,2,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
165,Dec,5,Friday,Toyota,Urban,Monday,Jan,2,Female,Married,33,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,5228,6,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,1
166,Jan,2,Friday,Mazda,Rural,Monday,Jan,2,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5306,8,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,1
167,Jan,1,Sunday,Chevrolet,Urban,Monday,Jan,2,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5329,15,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,1,1
168,Jan,2,Saturday,Toyota,Urban,Monday,Jan,2,Female,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5339,15,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,1
169,Jan,2,Saturday,Toyota,Urban,Monday,Jan,2,Male,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5340,5,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,1
170,Dec,5,Saturday,Honda,Urban,Monday,Jan,2,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5352,11,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,1,1
171,Jan,1,Wednesday,Honda,Urban,Monday,Jan,2,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5355,7,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,1
172,Jan,1,Thursday,Pontiac,Urban,Monday,Jan,2,Male,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5357,8,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,1
173,Jan,1,Thursday,Mazda,Urban,Tuesday,Jan,2,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,104,14,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,2
174,Nov,4,Thursday,Accura,Rural,Tuesday,Jan,2,Male,Married,56,Policy Holder,Utility - All Perils,Utility,more than 69000,1,114,10,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,1,2
175,Jan,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Single,23,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,152,8,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,1,2
176,Jan,2,Monday,Honda,Urban,Tuesday,Jan,2,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,224,9,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1,2
177,Jan,2,Monday,Toyota,Urban,Tuesday,Jan,2,Male,Married,57,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,225,4,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,1,2
178,Dec,4,Thursday,Chevrolet,Urban,Tuesday,Jan,2,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,236,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,1,2
179,Jan,1,Thursday,Honda,Urban,Tuesday,Jan,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,278,16,400,2,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,1,2
180,Dec,5,Tuesday,Toyota,Urban,Tuesday,Jan,2,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,285,7,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,2
181,Jan,2,Sunday,Honda,Rural,Tuesday,Jan,2,Male,Married,72,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,293,2,400,2,more than 30,more than 30,none,7 years,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils,1,2
182,Dec,5,Friday,Pontiac,Rural,Tuesday,Jan,2,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,309,7,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,under 6 months,1 vehicle,1994,All Perils,1,2
183,Jan,1,Thursday,Honda,Urban,Tuesday,Jan,2,Male,Single,0,Third Party,Sedan - Collision,Sedan,more than 69000,0,442,10,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision,1,2
184,Jan,2,Sunday,Ford,Rural,Tuesday,Jan,2,Male,Married,39,Third Party,Sedan - Liability,Sport,40000 to 59000,0,510,12,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,Internal,3 to 5,no change,1 vehicle,1994,Liability,1,2
185,Jan,2,Monday,Mazda,Rural,Tuesday,Jan,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,529,15,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,2
186,Jan,1,Thursday,Mazda,Urban,Tuesday,Jan,2,Male,Married,36,Policy Holder,Utility - All Perils,Utility,more than 69000,0,1415,11,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,2
